Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample
Robert Pangborne,Dean,Pennsylvania State University,Pennsylvania State University - Altoona,,,409.0,,130769515.0,495767.0,True
Robert Pangborne,Campus Executive Officer (Acting),Pennsylvania State University,Pennsylvania State University - Altoona,,,409.0,,130769515.0,495767.0,True
Frederick Gaige,Dean,Pennsylvania State University,Pennsylvania State University - Berks-Lehigh Valley College,,,409.0,,130769515.0,495767.0,True
Frederick Gaige,Campus Executive Officer,Pennsylvania State University,Pennsylvania State University - Berks-Lehigh Valley College,,,409.0,,130769515.0,495767.0,True
John M. Lilley,Provost,Pennsylvania State University,Pennsylvania State University At Erie - The Behrend College,,,409.0,,130769515.0,495767.0,True
John M. Lilley,Dean,Pennsylvania State University,Pennsylvania State University At Erie - The Behrend College,,,409.0,,130769515.0,495767.0,True
John D. Burke,Associate Provost,Pennsylvania State University,Pennsylvania State University At Erie - The Behrend College,,,409.0,,130769515.0,495767.0,True
John D. Burke,Senior Associate Dean,Pennsylvania State University,Pennsylvania State University At Erie - The Behrend College,,,409.0,,130769515.0,495767.0,True
Madlyn L. Hanes,Associate Dean,Pennsylvania State University,Pennsylvania State University At Great Valley,,,409.0,,130769515.0,495767.0,True
Madlyn L. Hanes,Center Executive Officer,Pennsylvania State University,Pennsylvania State University At Great Valley,,,409.0,,130769515.0,495767.0,True
Paula R. Ammerman,Associate Secretary,Pennsylvania State University,Pennsylvania State University - Capital,,,410.0,,130769515.0,495767.0,True
John Leathers,Provost,Pennsylvania State University,Pennsylvania State University - Capital,,,410.0,,130769515.0,495767.0,True
John Leathers,Dean (Acting),Pennsylvania State University,Pennsylvania State University - Capital,,,410.0,,130769515.0,495767.0,True
H. Jesse Arnelle,Alumni Trustee,Pennsylvania State University,,"Of Counsel, Womble, Carlyle, Sandridge and Rice",,410.0,,130769515.0,495767.0,True
Cynthia A. Baldwin,Governor Appointed Trustee,Pennsylvania State University,,"Judge, Allegheny County Court of Common Pleas",,410.0,,130769515.0,495767.0,True
Mary G. Beahm,Alumni Trustee,Pennsylvania State University,,"Vice President, Human Resources, C-COR Electronics, IncState College, PA",,410.0,,130769515.0,495767.0,True
David E. Branigan,Associate Treasurer,Pennsylvania State University,,"Chairman and Chief Executive Officer, Eat'n Park Restaurants",,410.0,,130769515.0,495767.0,True
James S. Broadhurst,Industrial Trustee,Pennsylvania State University,,"Chairman and Chief Executive Officer, Eat'n Park Restaurants",,410.0,,130769515.0,495767.0,True
Linda L. Cartright,Assistant Secretary,Pennsylvania State University,,"Chairman and Chief Executive Officer, Provident American Corporation","Chairman and Chief Executive Officer, Maine National Life Insurance Company, 1985-96",410.0,,130769515.0,495767.0,True
Joan L. Coble,Assistant Secretary,Pennsylvania State University,,"Chief Executive Officer, Pipersville Inn",,410.0,,130769515.0,495767.0,True
Carolyn A. Dolbin,Assistant Secretary,Pennsylvania State University,,,,410.0,,130769515.0,495767.0,True
Steve A. Garban,"Senior Vice President, Finance And Operations",Pennsylvania State University,,,,410.0,,130769515.0,495767.0,True
Steve A. Garban,Alumni Trustee Treasurer Emeritus,Pennsylvania State University,,,,410.0,,130769515.0,495767.0,True
Joseph M. Harenza,Governor Appointed Trustee,Pennsylvania State University,,"Managing Partner and Chief Executive Officer, Stevens & Lee, P.CReading, PA 19603",,410.0,,130769515.0,495767.0,True
"Samuel E. Hayes, Jr.",Ex Officio Trustee,Pennsylvania State University,,"Secretary, Department of Agriculture, Commonwealth of Pennsylvania",,410.0,,130769515.0,495767.0,True
Eugene W. Hickok,Ex Officio Trustee,Pennsylvania State University,,"Hampden-Sydney 1972 BA; Virginia 1978 MA, 1983 PhD","Secretary, Department of Education, Commonwealth of Pennsylvania",410.0,,130769515.0,495767.0,True
Edward R. Hintz,Vice Chairman,Pennsylvania State University,,Penn State 1959 BS; Harvard 1963 MBA,"President, Hintz, Holman & Hecksher, IncNew York, NY",410.0,,130769515.0,495767.0,True
Edward R. Hintz,Industrial Trustee,Pennsylvania State University,,Penn State 1959 BS; Harvard 1963 MBA,"President, Hintz, Holman & Hecksher, IncNew York, NY",410.0,,130769515.0,495767.0,True
David R. Jones,Alumni Trustee,Pennsylvania State University,,Penn State 1954 BA: NYU 1961 MA,"Assistant Managing Editor, The New York Times",410.0,,130769515.0,495767.0,True
Edward P. Junker III,Chairman,Pennsylvania State University,,Penn State 1959 BS,"Vice Chairman, PNC Bank Corp",410.0,,130769515.0,495767.0,True
Edward P. Junker III,Industrial Trustee,Pennsylvania State University,,Penn State 1959 BS,"Vice Chairman, PNC Bank Corp",410.0,,130769515.0,495767.0,True
Ira M. Lubert,Industrial Trustee,Pennsylvania State University,,Penn State 1973 BS,"President, I. L. Management, Moorestown, NJ",410.0,,130769515.0,495767.0,True
Roger A. Madigan,Agricultural Trustee,Pennsylvania State University,,Penn State 1951 BS,"Member, Pennsylvania State Senate",410.0,,130769515.0,495767.0,True
Robert D. Metzgar,Governor Appointed Trustee,Pennsylvania State University,,Penn State 1960 BS; Philadelphia Osteopathic 1984 DO,"President and Owner, North Penn Pipe & Supply, IncWarren, PA",410.0,,130769515.0,495767.0,True
David A. Morrow,Agricultural Trustee,Pennsylvania State University,,"Penn State 1956 BS; Cornell 1960 DVM, 1966 PhD","Owner and Manager, Arch Spring Farm",410.0,,130769515.0,495767.0,True
Joel N. Myers,Alumni Trustee,Pennsylvania State University,,"Penn State 1961 BS, 1963 MS, 1971 PhD","President, AccuWeather, IncState College, PA",410.0,,130769515.0,495767.0,True
Robert L. Myers III,Governor Appointed Student Trustee,Pennsylvania State University,,,"State College, PA",410.0,,130769515.0,495767.0,True
Ben Novak,Alumni Trustee,Pennsylvania State University,,Penn State 1965 BA; Georgetown 1968 JD,"Attorney, Novak, Stover & Furst, Bellefonte, PA",410.0,,130769515.0,495767.0,True
John C. Oliver III.,Ex Officio Trustee,Pennsylvania State University,,Kenyon 1962 BA; American U 1969 MA,"Secretary, Department of Conservation and Natural Resources, Commonwealth of Pennsylvania",411.0,,130769515.0,495767.0,True
Thomas J. Ridge,Ex Officio Trustee,Pennsylvania State University,,Harvard 1967 BA; Dickinson 1972 JD,"Governor, Commonwealth of Pennsylvania",411.0,,130769515.0,495767.0,True
Anne Riley,Alumni Trustee,Pennsylvania State University,,"Penn State 1964 BA, 1975 MA","Teacher, State College Area High School",411.0,,130769515.0,495767.0,True
Barry K. Robinson.,Alumni Trustee,Pennsylvania State University,,Penn State 1967 BA: NYU 1970 JD,"Vice President and Deputy General Counsel, Recording Industry Association of America",411.0,,130769515.0,495767.0,True
"L. J. Rowell, Jr.",Industrial Trustee,Pennsylvania State University,,Penn State 1955 BS,"Chairman and Chief Executive Officer, Provident Mutual Life Insurance Company",411.0,,130769515.0,495767.0,True
Gary C. Schultz,"Senior Vice President, Finance And Business",Pennsylvania State University,,,,411.0,,130769515.0,495767.0,True
Gary C. Schultz,Treasurer,Pennsylvania State University,,,,411.0,,130769515.0,495767.0,True
Carl T. Shaffer.,Agricultural Trustee,Pennsylvania State University,,,"Vice President, Pennsylvania Farm Bureau",411.0,,130769515.0,495767.0,True
Obie Snider.,Agricultural Trustee,Pennsylvania State University,,Penn State 1950 BS,"Managing Partner, Singing Brook Farms",411.0,,130769515.0,495767.0,True
Graham B. Spanier,President,Pennsylvania State University,,,,411.0,,130769515.0,495767.0,True
Graham B. Spanier,Ex Officio Trustee,Pennsylvania State University,,,,411.0,,130769515.0,495767.0,True
William A. Steel,Agricultural Trustee,Pennsylvania State University,,Geneva 1961 BS,"Master, Pennsylvania State Grange",411.0,,130769515.0,495767.0,True
Paul V. Suhey,Alumni Trustee,Pennsylvania State University,,Penn State 1979 BA,"Orthopedic Surgeon, University Orthopedics and Sports Medicine",411.0,,130769515.0,495767.0,True
William L. Weiss,Industrial Trustee,Pennsylvania State University,,Penn State 1951 BS,"Chairman, Illinois Bell Telephone Company, Chicago; Chairman and Chief Executive Officer, Ameritech",411.0,,130769515.0,495767.0,True
Boyd E. Wolff,Agricultural Trustee,Pennsylvania State University,,Penn State 1953 BS,"Secretary, Department of Agriculture, Commonwealth of Pennsylvania; Dairy Farmer",411.0,,130769515.0,495767.0,True
David Davenport,President,Pepperdine University,,Stanford 1972 BA; Kansas 1977 JD,"Associate, Gray, Cary, Ames & Frye, 1977-78",411.0,,100191712.0,121150.0,True
Charles B. Runnels,Chancellor,Pepperdine University,,,,411.0,,100191712.0,121150.0,True
Steven S. Lemley,Provost,Pepperdine University,,,,411.0,,100191712.0,121150.0,True
Andrew K. Benton,Executive Vice President,Pepperdine University,,,,411.0,,100191712.0,121150.0,True
Larry D. Hornbaker,Executive Vice Chancellor,Pepperdine University,,,,411.0,,100191712.0,121150.0,True
Nancy J. Kitchen,"Director, University Libraries",Pepperdine University,,"Florida State BA, MLS",,411.0,,100191712.0,121150.0,True
Dean Otis W. Baskin,Dean,Pepperdine University,The George L. Graziadio School of Business and Management,,,411.0,,100191712.0,121150.0,True
Christine Campbell,"Executive Director, Career Development",Pepperdine University,The George L. Graziadio School of Business and Management,,,411.0,,100191712.0,121150.0,True
Tina Ohmstede,"Associate Director, Career Development",Pepperdine University,The George L. Graziadio School of Business and Management,,,411.0,,100191712.0,121150.0,True
Dean Richardson Lynn,Dean,Pepperdine University,School of Law,,,411.0,,100191712.0,121150.0,True
Dean David Baird,Dean,Pepperdine University,"Seaver College of Letters, Arts and Sciences",,,411.0,,100191712.0,121150.0,True
Paul Long,"Dean, Admission and Enrollment Management",Pepperdine University,"Seaver College of Letters, Arts and Sciences","Pepperdine BA, MA",,411.0,,100191712.0,121150.0,True
D'Esta Love,Dean of Students,Pepperdine University,"Seaver College of Letters, Arts and Sciences",Portland State BA; Abilene Christian MA,,411.0,,100191712.0,121150.0,True
James Wilburn,Inaugural Dean,Pepperdine University,School of Public Policy,,,411.0,,100191712.0,121150.0,True
John McManus,Dean (Acting),Pepperdine University,Graduate School of Education and Psychology,,,411.0,,100191712.0,121150.0,True
David C. Chang,President,Polytechnic University,,"Harvard MA, PhD","Dean, College of Engineering and Applied Sciences, Arizona State University, 1992-94",412.0,,57206974.0,193900.0,True
George Bugliarello,Chancellor,Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Ivan T. Frisch,Provost,Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Ivan T. Frisch,Executive Vice President,Polytechnic University,,,,412.0,,57206974.0,193900.0,True
William B. McShane,Vice President,Polytechnic University,,,,412.0,,57206974.0,193900.0,True
William B. McShane,"Dean, Engineering And Applied Sciences",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Gregory D. Smith,"Vice President, Finance and Administration",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Ellen F. Hartigan,"Vice President, Student Affairs",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Richard S. Thorsen,"Vice President, University Relations and Development",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Rosemarie Barnickel,"Assistant Vice President, Financial Operations",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Rosemarie Barnickel,Controller,Polytechnic University,,,,412.0,,57206974.0,193900.0,True
John Steve Kerge,"Dean, Admissions",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
June McGrisken,"Executive Director, Planning and Budget",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Stuart Dim,Executive Director. Communications and External Relations,Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Rodney Miller,"Executive Director, Development and Alumni Relations",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Deborah Cassetta,"Director, Academic Operations and Budgets",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Audrey Andrews,"Director, Alumni Relations and Individual Giving",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Maureen Braziel.,"Director, Athletics",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
David J. Gillette,"Director, Career Services and Cooperative Education",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
James L. Giordano.,"Placement Director, Career Services, Long Island Campus",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Michael Gillespie.,"Director, Communications",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Mary Ann Scalia,"Director, Community Relations and Special Events",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Veronica Lukas,"Director, Financial Aid and Student Services",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Teresina Tam,Director. Higher Education Opportunity Program (HEOP),Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Christopher Kilcommons,"Director, Human Resources",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Joanne Ingham.,"Director, Institutional Assessment and Retention",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Michael Mainiero,"Director, Institutional Research",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Jana Stevens Richman,"Director, Library Services",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Peter West,"Director, Media Relations",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
LaVerne M. Clark,"Director, Operations",Polytechnic University,Westchester Graduate Center,,,412.0,,57206974.0,193900.0,True
Thomas Daly,"Director, Planned Giving",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Haang Fung,"Director, Special Services",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Christine Tigar,"Director, Student Accounts",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Cheryl McNear,"Director, Student Development",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Noel N. Kriftcher,"Director, David Packard Center for Technology and Educational Alliances",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Beverly Johnson,"Director, Youth in Engineering and Science (YES Center)",Polytechnic University,,,,412.0,,57206974.0,193900.0,True
Franklin H. Blecher,Trustee,Polytechnic University,,,"Career: Executive Director, Technical Information Systems Division, AT&T Bell Labs",412.0,,57206974.0,193900.0,True
"George Campbell, Jr.",Trustee,Polytechnic University,,,"Affiliation: President and Chief Executive Officer, National Action Council for Minorities in Engineering, Inc350 5th Ave., Ste. 2212, New York, NY 10118 Tel: (212) 279-2626",412.0,,57206974.0,193900.0,True
David C. Chang,President,Polytechnic University,,,,412.0,,57206974.0,193900.0,True
