Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Maria S. Bartiromo,Alumni Trustee,New York University,,NYU,,,,,,57206974.0,193900.0,,,Trustee,True,
Marc H. Bell,Trustee,New York University,,Babson BS; NYU 1989 MS,"Managing Director, Marc Bell Capital Partners LLC 6800 Broken Sound Parkway, Boca Raton, FL 33487",,,,,57206974.0,193900.0,,,Trustee,True,
Bruce D. Berger,Trustee Associate,New York University,,Stern 1966,"President, Sutton Group Services, Inc",,,,,57206974.0,193900.0,,,Trustee,True,
William R. Berkley,Vice Chairman,New York University,,NYU 1966 BA; Harvard 1968 MBA,"Chairman and President, Berkley Insurance Company",,,,,57206974.0,193900.0,,,Board Vice President,True,
Leonard Boxer,Trustee Associate,New York University,,Stern 1960 BS; NYU 1963 LLB,"Partner and Chairman, Real Estate Practice, Stroock & Stroock & Lavan LLP",,,,,57206974.0,193900.0,,,Trustee,True,
Jane Eisner Bram,Trustee Associate,New York University,,"NYU 1958, 1979, 2000",,,,,,57206974.0,193900.0,,,Trustee,True,
Daniel J. Brodsky,Alumni Trustee,New York University,,Pennsylvania 1966 BA; NYU 1970 MUP,"Partner, The Brodsky Organization",,,,,57206974.0,193900.0,,,Trustee,True,
Arthur L. Carter,Trustee,New York University,,,"President, The Shepaug Corporation",,,,,57206974.0,193900.0,,,Trustee,True,
Evan R. Chesler,Alumni Trustee,New York University,,NYU 1970 BA; Hunter 1973 MA: NYU 1975 JD,"Presiding Partner, Cravath, Swaine & Moore LL",,,,,57206974.0,193900.0,,,Trustee,True,
Michael R. Cunningham,Trustee,New York University,,,"President and Group Chief Executive Officer, Diversified Global Graphics Group - DG3",,,,,57206974.0,193900.0,,,Trustee,True,
Florence A. Davis,Trustee,New York University,,Wellesley; NYU 1979,"President, The Starr Foundation",,,,,57206974.0,193900.0,,,Trustee,True,
Barry Diller,Trustee,New York University,,,"Chairman and Chief Executive Officer, IAC/InterActiveCorp",,,,,57206974.0,193900.0,,,Trustee,True,
Joel S. Ehrenkranz,Trustee,New York University,,"Wharton 1956 BS, 1957 MBA; NYU 1961 LLB, 1964 LLM","Senior Partner, Ehrenkranz & Ehrenkranz LLP",,,,,57206974.0,193900.0,,,Trustee,True,
Betty Weinberg Ellerin,Trustee Associate,New York University,,,"Presiding Justice Appellate Division. First Department, Supreme Court of the State of New York",,,,,57206974.0,193900.0,,,Trustee,True,
Laurence D. Fink,Vice Chairman,New York University,,"UCLA BA, 1976 MBA","Chairman and Chief Executive Officer, BlackRock, Inc40 East 52nd Street, New York, NY 10022",,,,,57206974.0,193900.0,,,Board Vice President,True,
Norman Goodman,Trustee Associate,New York University,,"NYU 1947, 1950 JD","County Clerk, New York County",,,,,57206974.0,193900.0,,,Trustee,True,
H. Dale Hemmerdinger,Trustee,New York University,,"NYU 1967 BA, MBA","President, The Hemmerdinger Corporation",,,,,57206974.0,193900.0,,,Trustee,True,
Mitchell L. Jacobson,Trustee,New York University,,Brandeis; NYU 1976,"Chairman of the Board, Board of Directors, MSC Industrial Direct Co., Inc75 Maxess Road, Melville, NY 11747-3151",,,,,57206974.0,193900.0,,,Trustee,True,
Casey Wasserman,Trustee,New York University,,,"Chief Executive Officer, Wasserman Sports; Chairman and Chief Executive Officer, Wasserman Media Group",,,,,57206974.0,193900.0,,,Trustee,True,
Jerry Labowitz,Alumni Trustee,New York University,,NYU 1978 BA,"Co-Head, Americas Research, Merrill Lynch & Co., Inc",,,,,57206974.0,193900.0,,,Trustee,True,
Anthony Welters,Vice Chairman,New York University,,,,,,,,57206974.0,193900.0,,,Board Vice President,True,
Jay M. Furman,Trustee,New York University,,Stern 1965; NYU 1971 JD,"Principal, RD Management LLC",,,,,57206974.0,193900.0,,,Trustee,True,
Leonard A. Wilf,Vice Chairman,New York University,,Boston U BA; Georgetown 1972 JD; NYU 1977 LLM,"President, Garden Homes Development",,,,,57206974.0,193900.0,,,Board Vice President,True,
William D. Zabel,Trustee,New York University,,Princeton 1958 BA; Harvard 1961 LLB,"Head, Trusts and Estates Department, Schulte Roth & Zabel LLP",,,,,57206974.0,193900.0,,,Trustee,True,
Shelby White,Trustee,New York University,,Manhattanville; NYU 1977 JD,,,,,,57206974.0,193900.0,,,Trustee,True,
Pamela J. Kostelecky,Board Member,North Dakota University System,,,"President, General Investment Corporation",,,,,4210127926.0,,,,Member,True,
Jon Jackson,Faculty Representative,North Dakota University System,,,,,,,,4210127926.0,,,,Other Board Member,True,
MajGen Michael J. Haugen,Board Member,North Dakota University System,,Minot State BA,"Adjutant General, Office of the Adjutant General, State of North Dakota (2000-2006)",,,,,4210127926.0,,,,Member,True,
Duaine C. Espegard,Board Member,North Dakota University System,,Aakers Col 1963,"President and Chief Executive Officer, Bremer Bank",,,,,4210127926.0,,,,Member,True,
Haylee Cripe,Student Member,North Dakota University System,,,,,,,,4210127926.0,,,,Member,True,
Jon Backes,Vice President,North Dakota University System,,Minot State 1983 BS; North Dakota 1990 JD,"Attorney, McGee, Hankla, Backes & Dobrovolny, PC",,,,,4210127926.0,,,,Board Vice President,True,
Susan Ferguson Andrews,Board Member,North Dakota University System,,North Dakota State 1974,"Executive Director, YMCA of NDSU",,,,,4210127926.0,,,,Member,True,
Grant Shaft,Board Member,North Dakota University System,,Arizona State 1983 BA; North Dakota 1986 JD,"Partner, Shaft, Reis & Shaft, Ltd2850 24th Avenue South, Suite 302, Grand Forks, ND 58201",,,,,4210127926.0,,,,Member,True,
Barbara Giorgi Vella,Trustee,Northern Illinois University,,Edgewood 1966 BA; Northern Illinois 1987 MSEd,"Attorney, Vella, Sparkman, Wheeler and Lund, PC",,,,,102502594.0,147703.0,,,Trustee,True,
Robert T. Boey,Trustee,Northern Illinois University,,Stevens 1962 BS,"President and Co-Owner, American Bare Conductor",,,,,102502594.0,147703.0,,,Trustee,True,
John R. Butler,Trustee,Northern Illinois University,,"Northern Illinois BA, MA; Pittsburgh PhD","Partner, Butler & Anderson, LLC",,,,,102502594.0,147703.0,,,Trustee,True,
Cherilyn G. Murer,Chairman,Northern Illinois University,,Northern Illinois,"President and Chief Executive Officer, Murer Group",,,,,102502594.0,147703.0,,,Board President,True,
Manuel Sanchez,Trustee,Northern Illinois University,,,"Partner-in-Charge, Chicago, IL Office, Adorno & Voss LLP",,,,,102502594.0,147703.0,,,Trustee,True,
Myron E. Siegel,Secretary,Northern Illinois University,,Northern Illinois 1970 BA; Pennsylvania 1974 JD,"President, Myron E. Siegel & Associates, Ltd",,,,,102502594.0,147703.0,,,Other Board Member,True,
DuJuan Smith,Student Trustee,Northern Illinois University,,John Marshall 1980 JD; Northern Illinois 1974 Bs,,,,,,102502594.0,147703.0,,,Trustee,True,
Marc J. Strauss,Vice Chairman,Northern Illinois University,,,"General Counsel, First Rockford Group",,,,,102502594.0,147703.0,,,Board Vice President,True,
J. Kenneth Tate,Trustee,Nova Southeastern University,,,"Chief Executive Officer, TO Apparel, Inc",,,,,203088144.0,136215.0,,,Trustee,True,
Franklin L. Smith,Trustee,Nova Southeastern University,,,"Vice President and Sales Consultant, Lightspan Partnership",,,,,203088144.0,136215.0,,,Trustee,True,
Paul M. Sallarulo,Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
Richard D. Segal,Trustee,Nova Southeastern University,,,"President and Chief Executive Officer, Seavest, Inc",,,,,203088144.0,136215.0,,,Trustee,True,
David H. Rush,Trustee,Nova Southeastern University,,,"President, Rush Holdings, Inc",,,,,203088144.0,136215.0,,,Trustee,True,
Martin R. Press,Ex Officio Trustee,Nova Southeastern University,,,"Shareholder, Gunster, Yoakley & Stewart, P.A",,,,,203088144.0,136215.0,,,"Trustee, Ex Officio",True,
George I. Platt III,Ex Officio Trustee,Nova Southeastern University,,,"Administrative Partner, Fort Lauderdale, FL Office, Shutts & Bowen LLP",,,,,203088144.0,136215.0,,,"Trustee, Ex Officio",True,
Samuel F. Morrison,Trustee,Nova Southeastern University,,Cal State (Los Angeles) 1971 BA; Illinois 1972 MLS,"Director, Libraries Division, Broward County Library",,,,,203088144.0,136215.0,,,Trustee,True,
Albert J. Miniaci,Trustee,Nova Southeastern University,,,"President, Paramount Companies",,,,,203088144.0,136215.0,,,Trustee,True,
Joseph R. Millsaps,Trustee,Nova Southeastern University,,,"Realtor, Rauch, Weaver, Millsaps & Company",,,,,203088144.0,136215.0,,,Trustee,True,
Alan B. Levan,Trustee,Nova Southeastern University,,,"Chairman and Chief Executive Officer, BankAtlantic Bancorp",,,,,203088144.0,136215.0,,,Trustee,True,
Milton Jones,Trustee,Nova Southeastern University,,,"President, Milton Jones Development Corporation",,,,,203088144.0,136215.0,,,Trustee,True,
Barry J. Silverman,Vice Chairman,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Board Vice President,True,
Nell Lewis,Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
Zachariah P. Zachariah,Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
H. Wayne Huizenga,Trustee,Nova Southeastern University,,,"Owner, Miami Dolphins",,,,,203088144.0,136215.0,,,Trustee,True,
Royal F. Jonas,Trustee,Nova Southeastern University,,,"Attorney, Jonas & Jonas",,,,,203088144.0,136215.0,,,Trustee,True,
Rick Bell,Ex Officio Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,"Trustee, Ex Officio",True,
Mitchell W. Berger,Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
Michael Bienes,Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
Keith A. Brown,Trustee,Nova Southeastern University,,,"President, Chimera Corporation",,,,,203088144.0,136215.0,,,Trustee,True,
Rick Case,Trustee,Nova Southeastern University,,,"Chief Executive Officer, Rick Case Acura",,,,,203088144.0,136215.0,,,Trustee,True,
Ronald G. Assaf,Chairman,Nova Southeastern University,,,"Chairman of the Board, Sensormatic Electronics Corporation",,,,,203088144.0,136215.0,,,Board President,True,
W. Tinsley Ellis,Secretary,Nova Southeastern University,,,"Attorney, Ellis, Spencer & Butler",,,,,203088144.0,136215.0,,,Other Board Member,True,
Arthur J. Falcone,Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
"Ray Ferrero, Jr",Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
Silvia M. Flores,Trustee,Nova Southeastern University,,,,,,,,203088144.0,136215.0,,,Trustee,True,
Linda L. Gill,Trustee,Nova Southeastern University,,Florida BA,"Managing Member, Gill Family Holdings, LLC",,,,,203088144.0,136215.0,,,Trustee,True,
Andrew J. DiBattista,Trustee,Nova Southeastern University,,,"President, Regional Consultants, IncDouglas Donn",,,,,203088144.0,136215.0,,,Trustee,True,
Monica E. Emerson,Trustee,Oakland University,,Oakland BA; Wayne State MA,"Executive Director, Corporate Diversity Office, Chrysler LLC",,,,,177721651.0,171571.0,,,Trustee,True,
Henry Baskin,Trustee,Oakland University,,,"Attorney and Principal, Henry Baskin, P.C",,,,,177721651.0,171571.0,,,Trustee,True,
Ganesh V. Reddy,Trustee,Oakland University,,,"President and Chief Executive Officer, BizTek Innovations",,,,,177721651.0,171571.0,,,Trustee,True,
Dennis Pawley,Chairman,Oakland University,,,,,,,,177721651.0,171571.0,,,Board President,True,
Ann V. Nicholson,Trustee,Oakland University,,,"Coordinator, Read Right Program, PVS ChemicalsInc10900 Harper Avenue, Detroit, MI 48213",,,,,177721651.0,171571.0,,,Trustee,True,
Jacqueline Long,Vice Chairman,Oakland University,,Oakland BS; Wayne State MS,,,,,,177721651.0,171571.0,,,Board Vice President,True,
David T. Fischer,Trustee,Oakland University,,,"Chairman and Chief Executive Officer, Suburban Collection Company",,,,,177721651.0,171571.0,,,Trustee,True,
Penny M. Crissman,Trustee,Oakland University,,,"Director, Government Relations, Crittenton Hospital",,,,,177721651.0,171571.0,,,Trustee,True,
Barry Kornblau,Board Member,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Member,True,
Meredith Lee,Student Representative,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Other Board Member,True,
Ross A. Mugler,Rector,Old Dominion University,,,"Commissioner of Revenue, Office of the Commissioner of Revenue, City of Hampton, Virginia",,,,,81365321.0,232982.0,,,Other Board Member,True,
"Robert J. O'Neill, Jr., ICMA-CM",Board Member,Old Dominion University,,Old Dominion 1973 BA; Syracuse 1974 MA,,,,,,81365321.0,232982.0,,,Member,True,
"The Honorable Moody E. Stallings, Jr",Board Member,Old Dominion University,,,"Partner, Stallings & Richardson, P.C",,,,,81365321.0,232982.0,,,Member,True,
Katherine A. Treherne,Board Member,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Member,True,
Kenneth E. Ampy,Board Member,Old Dominion University,,,"Chairman and Chief Executive Officer, Landmark Communications, IncP.O. Box 449, Norfolk, VA 23501-0449 Tel: (757) 446-2010",,,,,81365321.0,232982.0,,,Member,True,
Marc Jacobson,Board Member,Old Dominion University,,,"Judge, Norfolk Circuit Court",,,,,81365321.0,232982.0,,,Member,True,
James A. Hixon,Board Member,Old Dominion University,,,"Executive Vice President, Law and Corporate Relations, Norfolk Southern Corporation",,,,,81365321.0,232982.0,,,Member,True,
Conrad M. Hall,Board Member,Old Dominion University,,,"President and Chief Executive Officer, Trader Publications",,,,,81365321.0,232982.0,,,Member,True,
"Harold W. Gehman, Jr., US",Vice Rector,Old Dominion University,,Penn State BSIE,"Commander in Chief, ADM, United States Navy, U.SJoint Forces Command, United States Department of the Navy (1997-2000)",,,,,81365321.0,232982.0,,,Other Board Member,True,
Linda L. Forehand,Secretary,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Other Board Member,True,
Kendra Menefee Croshaw,Board Member,Old Dominion University,,,"Director, Government Relations and Public Policy, Children's Hospital of The King's Daughters Health System; Managing Partner, Fountain Square Properties LLC",,,,,81365321.0,232982.0,,,Member,True,
William C. Chick,Board Member,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Member,True,
David L. Bernd,Board Member,Old Dominion University,,,"President and Chief Executive Officer, Sentara Healthcare",,,,,81365321.0,232982.0,,,Member,True,
David W. Faeder,Board Member,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Member,True,
"Frank Batten, Jr",Board Member,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Member,True,
Pamela C. Kirk,Board Member,Old Dominion University,,,,,,,,81365321.0,232982.0,,,Member,True,
"Robert A. Rivero, Jr",Trustee,Pace University,,Pace 1967,,,,,,126863827.0,194310.0,,,Trustee,True,
Carol Raphael,Secretary,Pace University,,Harvard 1979 MPA,,,,,,126863827.0,194310.0,,,Other Board Member,True,
Jack J. Ribeiro,Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
Maria Fiorini Ramirez,Trustee,Pace University,,Pace 1972 BBA,"President and Chief Executive Officer. Maria Fiorini Ramirez, Inc675 Third Avenue, New York, NY 10017",,,,,126863827.0,194310.0,,,Trustee,True,
Barbara Ann Porceddu,Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
Michael A. O'Reilly,Vice Chairman,Pace University,,NYU 1965 BS; Pace 1971 MBA,"Vice Chairman and Chief Financial Officer, The Chubb Corporation P.O. Box 1615, Warren, NJ 07059",,,,,126863827.0,194310.0,,,Board Vice President,True,
John T. O'Connor,Trustee,Pace University,,,"Partner, Milbank, Tweed, Hadley & McCloy LLP",,,,,126863827.0,194310.0,,,Trustee,True,
Edward F. Murphy,Trustee,Pace University,,Pace 1974,,,,,,126863827.0,194310.0,,,Trustee,True,
Suresh Munshani,Trustee,Pace University,,Pace 1989,,,,,,126863827.0,194310.0,,,Trustee,True,
Harold O. Levy,Trustee,Pace University,,"Cornell 1974 BS, 1979 JD; Oxford (UK)","Managing Director and Special Counsel, Plainfield Asset Management LLC",,,,,126863827.0,194310.0,,,Trustee,True,
"Charles N. Jordan, Jr",Trustee,Pace University,,,"President and Chief Executive Officer, Charles Jordan and CO., LLC",,,,,126863827.0,194310.0,,,Trustee,True,
James E. Healey,Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
Bridget-Anne Hampden,Trustee,Pace University,,Pace 1979 BBA,,,,,,126863827.0,194310.0,,,Trustee,True,
"Charles F. Jacey, Jr.",Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
Cynthia Greer Goldstein,Vice Chairman,Pace University,,,,,,,,126863827.0,194310.0,,,Board Vice President,True,
Joseph F. Ryan,Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
Jack L. Salzman,Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
Ivan G. Seidenberg,Trustee,Pace University,,CUNY 1972 BS; Pace 1980 MBA,"Chairman and Chief Executive Officer, Verizon Communications Inc140 West Street, New York, NY 10007",,,,,126863827.0,194310.0,,,Trustee,True,
Barry M. Gosin,Trustee,Pace University,,Indiana BA,,,,,,126863827.0,194310.0,,,Trustee,True,
Ivor A. Whitson,Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
Mark M. Besca,Trustee,Pace University,,Pace 1961 BBA,,,,,,126863827.0,194310.0,,,Trustee,True,
Hal J. Upbin,Trustee,Pace University,,Pace 1961 BBA,,,,,,126863827.0,194310.0,,,Trustee,True,
Donald L. Boudreau,Trustee,Pace University,,Pace 1970 BS,"Vice Chairman, The Chase Manhattan Bank",,,,,126863827.0,194310.0,,,Trustee,True,
Christopher A. Edwards,Trustee,Pace University,,Pace 1995 BA; Harvard 1998 JD,"Associate, Choate, Hall & Stewart LLP",,,,,126863827.0,194310.0,,,Trustee,True,
Stephen J. Friedman,Trustee,Pace University,,,,,,,,126863827.0,194310.0,,,Trustee,True,
John A. Gerson,Trustee,Pace University,,Pace 1969 BBA,"Chief Financial Officer, William E. Simon & Sons, to B L.L.C",,,,,126863827.0,194310.0,,,Trustee,True,
"Aniello A. Bianco, CPA",Chairman,Pace University,,,,,,,,126863827.0,194310.0,,,Board President,True,
Aaron A. Walton,Vice Chairman,Pennsylvania State System Of Higher Education,,,"Senior Vice President, Strategic Community and Health Initiatives, Highmark Inc",,,,,29957033.0,,,,Board Vice President,True,Pennsylvania State System
Edward G. Rendell,Governor,Pennsylvania State System Of Higher Education,,Pennsylvania 1965 BA; Villanova 1968 JD,"Governor (D), Commonwealth of Pennsylvania",,,,,29957033.0,,,,Governor,True,Pennsylvania State System
Ryan R. Jerico,Student Governor,Pennsylvania State System Of Higher Education,,,,,,,,29957033.0,,,,Governor,True,Pennsylvania State System
Gerald L. Zahorchak,Governor,Pennsylvania State System Of Higher Education,,,"Secretary, Education Department, Commonwealth of Pennsylvania; Chief Executive Officer, State Board of Education, Commonwealth of Pennsylvania",,,,,29957033.0,,,,Governor,True,Pennsylvania State System
Vincent J. Hughes,Governor,Pennsylvania State System Of Higher Education,,,"Senator (D), Pennsylvania Senate",,,,,29957033.0,,,,Governor,True,Pennsylvania State System
