Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Edward S. Green,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
William F. Allyn,Rotating Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
William W. Rieger,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Tom Ridge,Ex Officio Trustee,Temple University,,Harvard BA; Dickinson JD,"Governor, Commonwealth of Pennsylvania 225 Main Capitol Bldg., Harrisburg, PA 17120 Tel: (717) 787-2500 Fax: (717) 772-8284",504.0,,84392919.0,216339.0,,,"Trustee, Ex Officio",True,
Edward G. Rendell,Ex Officio Trustee,Temple University,,Pennsylvania 1965 BA; Villanova 1968 JD,"Mayor, City of Philadelphia 215 City Hall. Philadelphia, PA 19107 Tel: (215) 686-2181 Career: District Attorney, City of Philadelphia, 1977-85",504.0,,84392919.0,216339.0,,,"Trustee, Ex Officio",True,
Arthur G. Raynes,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Peter J. Liacouras,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
George E. Moore,Secretary,Temple University,,,,504.0,,84392919.0,216339.0,,,Other Board Member,True,
George E. Moore,University Counsel,Temple University,,,,504.0,,84392919.0,216339.0,,,Other Board Member,True,
Milton L. Rock,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Daniel H. Polett,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Edward H. Rosen,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Peter J. Liacouras,President,Temple University,,,,504.0,,84392919.0,216339.0,,,Board President,True,
Anthony J. Scirica,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Anthony J. Scirica,Executive Committee Vice Chairman,Temple University,,,,504.0,,84392919.0,216339.0,,,Board Vice President,True,
James H. Shacklett III,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Isadore A. Shrager,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Edna S. Tuttleman,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Ann F. Van Sant,Ex Officio Participant,Temple University,,,,504.0,,84392919.0,216339.0,,,"Trustee, Ex Officio",True,
James S. White,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
James R. Williams,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Mitchell G. Leibovitz,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Robert A. Rovner,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Sidney Kimmel,Trustee,Temple University,,,"Chairman, Jones Apparel Group, Inc250 Rittenhouse Cir Bristol, PA 19007 Tel: (215) 785-4000 Fax: (215) 785-1228",504.0,,84392919.0,216339.0,,,Trustee,True,
Howard Gittis,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Edward Kassab,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Joan H. Ballots,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Beverly L. Breese,Assistant Secretary,Temple University,,,,504.0,,84392919.0,216339.0,,,Other Board Member,True,
Michael L. Browne,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Francis J. Catania,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
John J. Contoudis,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
"William H. Cosby, Jr",Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Paul A. Dandridge,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Lewis Katz,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Peter D. DePaul,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Nelson A. Diaz,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Murray G. Dickman,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Theodore Z. Davis,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Richard J. Fox,Chairman,Temple University,,,,504.0,,84392919.0,216339.0,,,Board President,True,
Jane Scaccetti Fumo,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Paul Giordano,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Howard Gittis,Executive Committee Chairman,Temple University,,,,504.0,,84392919.0,216339.0,,,Board President,True,
Lewis F. Gould,Commonwealth Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Clifford Scott Green,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
"Eugene W. Hickok, Jr",Ex Officio Trustee,Temple University,,"Hampden-Sydney 1972 BA; Virginia 1978 MA, 1983 PhD","Secretary, Pennsylvania Department of Education 333 Market St., Harrisburg, PA 17126-0333 Tel: (717) 787-5820",504.0,,84392919.0,216339.0,,,"Trustee, Ex Officio",True,
Louis J. Esposito,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Lacy H. Hunt,Trustee,Temple University,,,,504.0,,84392919.0,216339.0,,,Trustee,True,
Roger A. Ramsey,Trustee,Texas Christian University,,,"Houston Partners, Allied Waste Industries, Inc",514.0,,128956969.0,228875.0,,,Trustee,True,
Jerrol J. Ray,Trustee,Texas Christian University,,,"Family Sports, Inc",514.0,,128956969.0,228875.0,,,Trustee,True,
John V. Roach,Trustee,Texas Christian University,,,Roach Enterprises,514.0,,128956969.0,228875.0,,,Trustee,True,
Teri Baker O'Glee,Alumni Association Trustee,Texas Christian University,,,Civic Worker,514.0,,128956969.0,228875.0,,,Trustee,True,
Len H. Roberts,Trustee,Texas Christian University,,,"Chief Executive Officer, Tandy Corp./Radio Shack",514.0,,128956969.0,228875.0,,,Trustee,True,
The Hon. Winthrop P. Rockefeller,Trustee,Texas Christian University,,,"Lieutenant Governor, State of Arkansas",514.0,,128956969.0,228875.0,,,Trustee,True,
Joan G. Rogers,Trustee,Texas Christian University,,,Civic Worker,514.0,,128956969.0,228875.0,,,Trustee,True,
Deedie Potter Rose,Trustee,Texas Christian University,,,Civic Worker,514.0,,128956969.0,228875.0,,,Trustee,True,
Billy Rosenthal,Trustee,Texas Christian University,,,The Penrose Group,514.0,,128956969.0,228875.0,,,Trustee,True,
Clarence Scharbauer III,Trustee,Texas Christian University,,,Oil/Ranching,514.0,,128956969.0,228875.0,,,Trustee,True,
Lissa Noel Wagner,Trustee,Texas Christian University,,,Civic Worker,514.0,,128956969.0,228875.0,,,Trustee,True,
Edgar H. Schollmaier,Trustee,Texas Christian University,,,"Chairman, Alcon Laboratories",514.0,,128956969.0,228875.0,,,Trustee,True,
John C. Schweitzer,Trustee,Texas Christian University,,,Investments,514.0,,128956969.0,228875.0,,,Trustee,True,
Vernon S. Smith,Trustee,Texas Christian University,,,Vernon & James Smith Co,514.0,,128956969.0,228875.0,,,Trustee,True,
Roy C. Snodgrass III,Trustee,Texas Christian University,,,Attorney,514.0,,128956969.0,228875.0,,,Trustee,True,
William E. Steele III,Trustee,Texas Christian University,,,Steele Investments,514.0,,128956969.0,228875.0,,,Trustee,True,
Vernell Sturns,Trustee,Texas Christian University,,,Harris Methodist Health Plan,514.0,,128956969.0,228875.0,,,Trustee,True,
Charles B. Moncrief,Trustee,Texas Christian University,,,"Oil & Gas Producer, Independent Oil Producer",514.0,,128956969.0,228875.0,,,Trustee,True,
"F. Howard Walsh, Jr",Trustee,Texas Christian University,,,Oil/Investments,514.0,,128956969.0,228875.0,,,Trustee,True,
S. Patrick Woodson,Trustee,Texas Christian University,,,"President, Brown-Lupton Foundation",514.0,,128956969.0,228875.0,,,Trustee,True,
Robert J. Wright,Trustee,Texas Christian University,,,"President, Medical Cities Inc",514.0,,128956969.0,228875.0,,,Trustee,True,
Patricia Penrose Schieffer,Trustee,Texas Christian University,,,Civic Worker,514.0,,128956969.0,228875.0,,,Trustee,True,
Kade L. Matthews,Trustee,Texas Christian University,,,Ranching,514.0,,128956969.0,228875.0,,,Trustee,True,
Dee J. Kelly,Trustee,Texas Christian University,,,Attorney,513.0,,128956969.0,228875.0,,,Trustee,True,
John W. Long,Trustee,Texas Christian University,,,"Minister, Church at Horseshoe Bay",514.0,,128956969.0,228875.0,,,Trustee,True,
William L. Adams,Trustee,Texas Christian University,,,"Chairman, Union Pacific Resources Company",513.0,,128956969.0,228875.0,,,Trustee,True,
R. Denny Alexander,Trustee,Texas Christian University,,,"President, R. Denny Alexander & Company",513.0,,128956969.0,228875.0,,,Trustee,True,
Allie Beth Allman,Trustee,Texas Christian University,,,"Henry S. Miller Realtors Dallas, TX",513.0,,128956969.0,228875.0,,,Trustee,True,
Carl A. Anderson,Trustee,Texas Christian University,,,"Petroleum Geologist Wichita Falls, TX",513.0,,128956969.0,228875.0,,,Trustee,True,
Robert A. Buschmann,Trustee,Texas Christian University,,,"Robert A. Buschmann Co San Antonio, TX",513.0,,128956969.0,228875.0,,,Trustee,True,
Brenda A. Cline,Alumni Association Trustee,Texas Christian University,,,Kimball Art Foundation,513.0,,128956969.0,228875.0,,,Trustee,True,
Ronald W. Clinkscale,Trustee,Texas Christian University,,,PricewaterhouseCoopers,513.0,,128956969.0,228875.0,,,Trustee,True,
R. Scott Colglazier,Trustee,Texas Christian University,,,"Senior Minister, University Christian Church",513.0,,128956969.0,228875.0,,,Trustee,True,
G. Malcolm Louden,Trustee,Texas Christian University,,,"Vice President, Walsh & Watts, Inc",514.0,,128956969.0,228875.0,,,Trustee,True,
A. R. Dike,Trustee,Texas Christian University,,,Insurance,513.0,,128956969.0,228875.0,,,Trustee,True,
J. Kelly Cox,Trustee,Texas Christian University,,,"Oil/Ranching Midland, TX",513.0,,128956969.0,228875.0,,,Trustee,True,
Alan D. Friedman,Trustee,Texas Christian University,,,Investments,513.0,,128956969.0,228875.0,,,Trustee,True,
Marvin Gearhart,Trustee,Texas Christian University,,,RockBit Industries,513.0,,128956969.0,228875.0,,,Trustee,True,
Spencer Hays,Trustee,Texas Christian University,,,"Executive Chairman, The Southwestern/Great American Co Nashville, TN",513.0,,128956969.0,228875.0,,,Trustee,True,
Ann M. Jones,Trustee,Texas Christian University,,,"Civic Worker Albany, TX",513.0,,128956969.0,228875.0,,,Trustee,True,
"John S. Justin, Jr",Trustee,Texas Christian University,,,"Chairman Emeritus, Justin Industries, Inc",513.0,,128956969.0,228875.0,,,Trustee,True,
"J. Luther King, Jr",Trustee,Texas Christian University,,,"President, Luther King Capital Management, Inc",513.0,,128956969.0,228875.0,,,Trustee,True,
J. Roger King,Trustee,Texas Christian University,,"Senior Vice President, Human Resources, Pepsico, Inc",,513.0,,128956969.0,228875.0,,,Trustee,True,
Robert D. Krebs,Trustee,Texas Christian University,,"Chairman and Chief Executive Officer, Burlington Northern Santa Fe Corp",,513.0,,128956969.0,228875.0,,,Trustee,True,
R. Bruce LaBoon,Trustee,Texas Christian University,,,"Attorney Houston, TX",513.0,,128956969.0,228875.0,,,Trustee,True,
Wayne Moore,Trustee,Texas Christian University,,,,514.0,,128956969.0,228875.0,,,Trustee,True,
Kay Fortson,Trustee,Texas Christian University,,,"President, Kimbell Art Foundation",513.0,,128956969.0,228875.0,,,Trustee,True,
Kay Williams Goodman,Chairperson,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Board President,True,
Carlos Hamilton,Regent,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Regent,True,
Richard D. Hayes,Regent,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Regent,True,
Linda Hughes,Regent,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Regent,True,
Marie Chapman Martch,Vice Chairperson,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Board Vice President,True,
Douglas Bert Myers,Regent,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Regent,True,
Cynthia Shepard Perry,Regent,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Regent,True,
Jerry Brownlee,Regent,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Regent,True,
Delia Reyes,Regent,Texas Womans University,,,,520.0,,150913223.0,229179.0,,,Regent,True,
Michael Jaharis,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
John A. Krol,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Robert Legvold,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Sheila A. McDermott,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Joseph Neubauer,Vice Chairman,Tufts University,,,,524.0,,121934306.0,168148.0,,,Board Vice President,True,
Brian O'Connell,Professor,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Brian O'Connell,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Shari E. Redstone,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Jane R. Scanlan,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
William W. Sellers,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Norman S. Silverman,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
James A. Stern,Vice Chairman,Tufts University,,,,524.0,,121934306.0,168148.0,,,Board Vice President,True,
Judith L. Vaitukaitis,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
JoAnn Giffuni Wellner,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Gordon S. Wood,Trustee,Tufts University,,,Member of the Board,524.0,,121934306.0,168148.0,,,Trustee,True,
Irwin M. Heller,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Barbara A. Rockett,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Monte R. Haymon,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Nathan Gantcher,Chairman,Tufts University,,,,524.0,,121934306.0,168148.0,,,Board President,True,
Annetta Grisard-Schrafl,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Peter Ackerman,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Shirley Aidekman-Kaye,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Joyce L. Barsam,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Frederick H. Hauck,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Stephen B. Blount,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Edward H. Budd,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Kathryn Chenault,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
John A. DiBiaggio,President,Tufts University,,,,524.0,,121934306.0,168148.0,,,Board President,True,
Joan M. Bergstrom,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
John L. Dowling,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Marilyn J. Ducksworth,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Issam M. Fares,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Henry L. Foster,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Brian M. Golden,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Bernard M. Gordon,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
Martin J. Granoff,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
John A. DiBiaggio,Trustee,Tufts University,,,,524.0,,121934306.0,168148.0,,,Trustee,True,
"Joe Usibelli, Jr",Regent,University Of Alaska System,,,"Usibelli Coal Mine IncP.O. Box 1000, Healy, AK 99743",538.0,,2802090665.0,,,,Regent,True,University of Alaska System
J. Thomas Jones,Regent,University Of Alaska System,,,"Business Manager, Laborers Local",538.0,,2802090665.0,,,,Regent,True,University of Alaska System
Frances H. Rose,Regent,University Of Alaska System,,,"Alaska Permanent Capital Management Corp900 W. 5th Ave, Ste. 601, Anchorage, AK 99501",538.0,,2802090665.0,,,,Regent,True,University of Alaska System
Brian C. Rogers,Regent,University Of Alaska System,,,,538.0,,2802090665.0,,,,Regent,True,University of Alaska System
Jeannie D. Phillips,Board of Regents' Officer,University Of Alaska System,,,,538.0,,2802090665.0,,,,Regent,True,University of Alaska System
Annette M. Nelson-Wright,Student Regent,University Of Alaska System,,,,538.0,,2802090665.0,,,,Regent,True,University of Alaska System
Robert Malone,Regent,University Of Alaska System,,,"Alveska Pipeline Services IncAnchorage, AK 99512",538.0,,2802090665.0,,,,Regent,True,University of Alaska System
Michael J. Burns,Chairman,University Of Alaska System,,Knox (IL) BA; Denver LLD,"President and Chief Executive Officer, Key Bank of Alaska",538.0,,2802090665.0,,,,Board President,True,University of Alaska System
Chancy Croft,Treasurer,University Of Alaska System,,"Texas BA, LLD","Member, Alaska House of Representatives, 1969-70; President, Alaska Senate, 1975-76; Chairman, Alaska Legal Services Corporation, 1971-78",538.0,,2802090665.0,,,,Other Board Member,True,University of Alaska System
