Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
J. Robert Hillier,Overseer,New Jersey Institute Of Technology,,,"Chairman, The Hillier Group500 Alexander Park, Princeton, NJ 08543-6395",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Dr. Ian Gatley,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
John J. Fumosa,Overseer,New Jersey Institute Of Technology,,NJIT 1974,"Vice President and District Manager, New Jersey, Gilbane Building Company3150 Brunswick Pike, Lawrenceville, NJ 08648",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
David T. Gockel,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Malcolm B. Smith,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Jonathan Newcomb,Trustee,New School,,,"Senior Advisor, Coady Diemar Partners, LLC",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Timothy L. Porter,Trustee,New School,,Col Holy Cross 1968 BA; NYU 1974 JD,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Linda E. Rappaport,Trustee,New School,,,"Partner, Sherman & Sterling LLP",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Joshua W. Sapan,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Bernard Leon Schwartz,Trustee,New School,,,"Chairman and Chief Executive Officer. BLS Investments, LLC",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Mrs. James C. Slaughter,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Elliot Stein,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Dr. Judith Zarin,Trustee,New School,,New School PhD: Cardozo JD,,373.0,,,102179633.0,New School,193654.0,,,Trustee,True,
John L. Tishman,Trustee,New School,,Michigan BS,"Chairman and Chief Executive Officer, Tishman Realty & Construction Co., Inc",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Kay Unger,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
David E. Van Zandt,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
George Walker,Trustee,New School,,,"Chairman and Chief Executive Officer, Neuberger Berman Group LLC",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Lilian Shiao-Yen Wu,Trustee,New School,,Maryland BS: Cornell 1974 PhD,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Randall S. Yanker,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
William D. Zabel,Trustee,New School,,Princeton 1958 BA; Harvard 1961 LLB,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Robert H. Mundheim,Vice Chair,New School,,Harvard 1954 BA. 1957 LLB,,372.0,,,102179633.0,New School,193654.0,,,Board Vice President,True,
Julien J. Studley,Trustee,New School,,,"Chairman and Chief Executive Officer, Studley New Vistas Associates",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Susan Lyne,Trustee,New School,,,"Chairman, Gilt Groupe, Inc2 Park Avenue, 4th Floor, New York, NY 10016",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Sheila C. Johnson,Trustee,New School,,Illinois 1970 BA,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Bevis Longstreth,Trustee,New School,,Princeton 1965; Harvard 1961 JD,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Nancy Lublin,Trustee,New School,,,"Contributing Writer, Fast Company",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Henry H. Arnhold,Trustee,New School,,UCLA,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Arnold H. Aronson,Trustee,New School,,,"Managing Director, Retail Strategies, Kurt Salmon Associates 650 Fifth Avenue, 30th Floor, New York, NY 10019-6108 Tel: (212) 319-9450",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Franci J. Blassberg,Trustee,New School,,Cornell 1975 AB. 1977 JD,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Garry Crowder,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Jane DeFlorio,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Beth Rudin DeWoody,Trustee,New School,,,,,,,102179633.0,New School,193654.0,,,Trustee,True,
Douglas David Durst,Trustee,New School,,UC Berkeley 1966,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Renaud Dutreil,Trustee,New School,,ENSAM (France) 1987; L'ENA (France) 1989,"Chairman, LVMH Inc19 East 57th Street, New York, NY 10022 Tel: (212) 931-2700",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Steven H. Bloom,Trustee,New School,,SUNY (Binghamton) BA: Michigan MI,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
David B. Ford,Trustee,New School,,Florida State 1968; Pennsylvania 1970 MBA,"President, DBF Associates 375 Greenwich Street, New York, NY 10013 Tel: (212) 941-4009",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Michael E. Gellert,Trustee,New School,,,"General Partner, Winderest Partners 122 East 42nd Street, Suite 34, New York. NY 10168 Tel: (212) 599-3630",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Paul A. Gould,Trustee,New School,,Fairleigh Dickinson 1975 BS,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
"Joseph R. ""Joe"" Gromek",Chair,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Board President,True,
Jeffrey R. Gural,Trustee,New School,,,"Chairman, Newmark Grubb Knight Frank",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Susan U. Halpern,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
William E. Havemeyer,Trustee,New School,,,"President, Havemeyer Management Services, Inc",372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Robert F. Hoerle,Trustee,New School,,Yale 1956 BS; Harvard 1962 MBA,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Susan L. Foote,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
Michael J. Johnston,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,,,Trustee,True,
William C. Rudin,Trustee,New York University,,NYU 1979 BS,"Vice Chairman and Chief Executive Officer, Executive Committee, Rudin Management Company, Inc",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Catherine B. Reynolds,Trustee,New York University,,Vanderbilt 1979 BS,"Chairman and Chief Executive Officer, Catherine BReynolds Foundation",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Lester Pollack,Trustee,New York University,,Brooklyn; NYU 1957 JD,,376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
John Alfred Paulson,Trustee,New York University,,NYU 1978 BS; Harvard 1980 MBA,"President and Portfolio Manager [Founder], Paulson & Co. Inc",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Jeffrey H. Lynford,Trustee,New York University,,Stern MBA; Georgetown BA,"President and Chief Executive Officer, Reis, Inc(2002-2007)",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
"Constance Jane Milstein, Esq.",Trustee,New York University,,,"Principal and Co-Founder, Ogden CAP Properties, LLC",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Howard M. Meyers,Trustee,New York University,,NYU 1964 BS,"Chairman and Chief Executive Officer, Quexco Incorporated",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Kelly Kennedy Mack,Young Alumni Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Martin Lipton,Chairman,New York University,,Wharton 1952 BS; NYU 1955 LLB,"Partner, Wachtell, Lipton, Rosen & Katz",375.0,,,57206974.0,New York University,193900.0,,,Board President,True,
Suresh Lal Sani,Young Alumni Trustee,New York University,,Harvard 1986 AB; NYU 1988 JD,"Vice President, First Pioneer Properties, Inc",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
David C. Oxman,Trustee,New York University,,,"Senior Counsel, Davis Polk & Wardwell LLP",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
John Edward Sexton,Trustee,New York University,,,"Director, Special Training, Indian Creek Village Public Safety Department",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Casey Wasserman,Trustee,New York University,,,"Chairman and Chief Executive Officer, Wasserman Media Group",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Jay Stein,Trustee,New York University,,,"Chief Executive Officer (Interim), Stein Mart, Inc",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Joseph S. Steinberg,Trustee,New York University,,NYU 1966 AB; Harvard 1970 MBA,"President, Leucadia National Corporation (Note: Will step down as President and become Chairman of the Board, effective upon closing of the merger between Leucadia National Corporation and Jefferies Group, Inc. Mr. Steinberg will continue to work full time as an executive of Leucadia.)",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
"Judith ""Judy"" Steinhardt",Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Michael H. Steinhardt,Trustee,New York University,,,"Managing Member, Steinhardt Management LLC",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Chandrika Tandon,Trustee,New York University,,,"Chairman, Tandon Capital Associates, Inc",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Daniel R. Tisch,Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
John L. Vogelstein,Trustee,New York University,,,"Managing Director and Senior Advisor, Warburg PincUs LLC",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Wenliang Wang,Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Marvin Lemier,Trustee Associate,New York University,,"Stern 1942, 1951","President, Board of Directors, Town Hall Foundation",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Nina V. Weissberg,Trustee,New York University,,,"President, Weissberg Corporation",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Charles Zegar,Trustee,New York University,,,"Co-Founder, Bloomberg L.P",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Shelby White,Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Leonard A. Wilf,Vice Chairman,New York University,,Boston U BA; Georgetown 1972 JD; NYU 1977 LLM,"President, Garden Homes Development",376.0,,,57206974.0,New York University,193900.0,,,Board Vice President,True,
Lisa H. Silverstein,Trustee,New York University,,NYU 1988 BA,"Senior Vice President, Silverstein Properties, Inc",376.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Kenneth G. Langone,Vice Chairman,New York University,,Bucknell BA; Stern 1960 MBA I,"Chairman, President and Chief Executive Officer",375.0,,,57206974.0,New York University,193900.0,,,Board Vice President,True,
Laurence D. Fink,Vice Chairman,New York University,,"UCLA BA, 1976 MBA","Chairman and Chief Executive Officer, BlackRock Inc",375.0,,,57206974.0,New York University,193900.0,,,Board Vice President,True,
Mark Leslie,Trustee,New York University,,NYU 1966 BA,"Managing Director, Leslie Ventures",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Khaldoon Khalifa AI Mubarak,Trustee,New York University,,,"Chief Executive Officer and Managing Director, Mubadala Development Company",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Phyllis Putter Barasch,Trustee,New York University,,NYU 1981,,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Maria S. Bartiromo,Alumni Trustee,New York University,,NYU 1989,,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Marc H. Bell,Trustee,New York University,,Babson BS; NYU 1989 MS,"Managing Director, Marc Bell Capital Partners LLC",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Bruce D. Berger,Trustee Associate,New York University,,Stern 1966,"President, Sutton Group Services, Inc",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
William R. Berkley,Vice Chairman,New York University,,Stern 1966 BA; Harvard 1968 MBA,"Chairman and President, Berkley Insurance Company",375.0,,,57206974.0,New York University,193900.0,,,Board Vice President,True,
Casey BoxO,Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
"Leonard Boxer, Esq",Trustee Associate,New York University,,Stern 1960 BS: NYU 1963 LLB,"Chairman, Real Estate Practice Area, Stroock & Stroock & Lavan LLP",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Jane Eisner Bram,Trustee Associate,New York University,,"NYU 1958, 1979, 2000",,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Bill Brewer,Trustee,New York University,,Pennsylvania 1966 BA; NYU 1970 MUP,"Partner, The Brodsky Organization",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Heather Cannady,Young Alumni Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Evan R. Chesler,Alumni Trustee,New York University,,NYU 1970 BA; Hunter 1973 MA; NYU 1975 JD,"Presiding Partner, Cravath, Swaine & Moore LLP (Note: Chesler will step down from his post as Presiding Partner and become Chairman, effective January 1, 2013)",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
William T. Comfort III,Young Alumni Trustee,New York University,,"NYU 1994 JD, 1999 LLM",,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Michael R. Cunningham,Alumni Trustee,New York University,,NYU PhD,"Dean, College of Business Administration, San Diego State University",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Florence A. Davis,Trustee,New York University,,Wellesley; NYU 1979,"President, The Starr Foundation",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Barry Diller,Trustee,New York University,,UCLA (Attended),,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Gale Drukier,Alumni Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Joel S. Ehrenkranz,Trustee,New York University,,"Wharton 1956 BS, 1957 MBA; NYU 1961 LUB, 1963 LLM","Senior Partner, Ehrenkranz & Ehrenkranz LLP",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Betty Weinberg Ellerin,Trustee Associate,New York University,,NYU 1950 BA. 1952 LLB,"Presiding Justice Appellate Division, First Department, Supreme Court of the State of New York",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Mark Fung,Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Jay M. Furman,Trustee,New York University,,Stern 1965; NYU 1971 JD,"Principal, RD Management LLC",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Norman Goodman,Trustee Associate,New York University,,"NYU 1947, 1950 JD","County Clerk, New York County",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
H. Dale Hemmerdinger,Trustee,New York University,,"NYU 1967 BA, MBA","President, The Hemmerdinger Corporation",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Jonathan Herman,Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Charles J. Hinkaty,Trustee,New York University,,Poly Inst New York BSMS,"President and Chief Executive Officer, Del Laboratories Inc. (2005-2008)",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Natalie Holder-Winfield,Trustee,New York University,,Brandeis; NYU 1976,"Director (Inside], Board of Directors, MSC Industrial Direct Co., Inc75 Maxess Road, Melville, NY 11747-3151",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Richard D. Katcher,Trustee,New York University,,Lafayette 1963 AB; NYU 1966 LLB,"Senior Partner and Member, Management CommitteeWachtell, Lipton, Rosen & Katz",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Jerry Labowitz,Alumni Trustee,New York University,,NYU 1978 BA,"Co-Head, Americas Research, Merrill Lynch & Co., Inc",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
Ronald D. Abramson,Trustee,New York University,,NYU 1971 BA; Georgetown 1974 JD,"Shareholder, Washington, DC Office, Buchanan Ingersoll & Rooney PC",375.0,,,57206974.0,New York University,193900.0,,,Trustee,True,
