Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
"Joshua W. ""Josh"" Sapan",Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Bernard Leon Schwartz,Trustee,New School,,,"Chairman and Chief Executive Officer. BLS Investments, LLC",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Mrs. James C. Slaughter,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Elliot Stein,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Dr. Judith Zarin,Trustee,New School,,New School PhD: Cardozo JD,,373.0,,,102179633.0,New School,193654.0,True,,,,Trustee
John L. Tishman,Trustee,New School,,Michigan BS,"Chairman and Chief Executive Officer, Tishman Realty & Construction Co., Inc",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Kay Unger,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
David E. Van Zandt,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
George H. Walker,Trustee,New School,,,"Chairman and Chief Executive Officer, Neuberger Berman Group LLC",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Lilian Shiao-Yen Wu,Trustee,New School,,Maryland BS: Cornell 1974 PhD,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Randall S. Yanker,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
William D. Zabel,Trustee,New School,,Princeton 1958 BA; Harvard 1961 LLB,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Robert H. Mundheim,Vice Chair,New School,,Harvard 1954 BA. 1957 LLB,,372.0,,,102179633.0,New School,193654.0,True,,,,Board Vice President
Julien J. Studley,Trustee,New School,,,"Chairman and Chief Executive Officer, Studley New Vistas Associates",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Susan M. Lyne,Trustee,New School,,,"Chairman, Gilt Groupe, Inc2 Park Avenue, 4th Floor, New York, NY 10016",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Sheila C. Johnson,Trustee,New School,,Illinois 1970 BA,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Bevis Longstreth,Trustee,New School,,Princeton 1965; Harvard 1961 JD,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Nancy Lublin,Trustee,New School,,,"Contributing Writer, Fast Company",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Henry H. Arnhold,Trustee,New School,,UCLA,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Arnold H. Aronson,Trustee,New School,,,"Managing Director, Retail Strategies, Kurt Salmon Associates 650 Fifth Avenue, 30th Floor, New York, NY 10019-6108 Tel: (212) 319-9450",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Franci J. Blassberg,Trustee,New School,,Cornell 1975 AB. 1977 JD,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Garry Crowder,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Jane DeFlorio,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Beth Rudin DeWoody,Trustee,New School,,,,,,,102179633.0,New School,193654.0,True,,,,Trustee
Douglas David Durst,Trustee,New School,,UC Berkeley 1966,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Renaud Dutreil,Trustee,New School,,ENSAM (France) 1987; L'ENA (France) 1989,"Chairman, LVMH Inc19 East 57th Street, New York, NY 10022 Tel: (212) 931-2700",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Steven H. Bloom,Trustee,New School,,SUNY (Binghamton) BA: Michigan MI,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
David B. Ford,Trustee,New School,,Florida State 1968; Pennsylvania 1970 MBA,"President, DBF Associates 375 Greenwich Street, New York, NY 10013 Tel: (212) 941-4009",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Michael E. Gellert,Trustee,New School,,,"General Partner, Winderest Partners 122 East 42nd Street, Suite 34, New York. NY 10168 Tel: (212) 599-3630",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Paul A. Gould,Trustee,New School,,Fairleigh Dickinson 1975 BS,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
"Joseph R. ""Joe"" Gromek",Chair,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Board President
Jeffrey R. Gural,Trustee,New School,,,"Chairman, Newmark Grubb Knight Frank",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Susan U. Halpern,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
William E. Havemeyer,Trustee,New School,,,"President, Havemeyer Management Services, Inc",372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Robert F. Hoerle,Trustee,New School,,Yale 1956 BS; Harvard 1962 MBA,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Susan L. Foote,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
Michael J. Johnston,Trustee,New School,,,,372.0,,,102179633.0,New School,193654.0,True,,,,Trustee
William C. Rudin,Trustee,New York University,,NYU 1979 BS,"Vice Chairman and Chief Executive Officer, Executive Committee, Rudin Management Company, Inc",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Catherine B. Reynolds,Trustee,New York University,,Vanderbilt 1979 BS,"Chairman and Chief Executive Officer, Catherine BReynolds Foundation",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Lester Pollack,Trustee,New York University,,Brooklyn; NYU 1957 JD,,376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
John Alfred Paulson,Trustee,New York University,,NYU 1978 BS; Harvard 1980 MBA,"President and Portfolio Manager [Founder], Paulson & Co. Inc",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Jeffrey Hayden Lynford,Trustee,New York University,,Stern MBA; Georgetown BA,"President and Chief Executive Officer, Reis, Inc(2002-2007)",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
"Constance Jane Milstein, Esq.",Trustee,New York University,,,"Principal and Co-Founder, Ogden CAP Properties, LLC",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Howard M. Meyers,Trustee,New York University,,NYU 1964 BS,"Chairman and Chief Executive Officer, Quexco Incorporated",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Kelly Kennedy Mack,Young Alumni Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Martin Lipton,Chairman,New York University,,Wharton 1952 BS; NYU 1955 LLB,"Partner, Wachtell, Lipton, Rosen & Katz",375.0,,,57206974.0,New York University,193900.0,True,,,,Board President
Suresh Lal Sani,Young Alumni Trustee,New York University,,Harvard 1986 AB; NYU 1988 JD,"Vice President, First Pioneer Properties, Inc",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
David C. Oxman,Trustee,New York University,,,"Senior Counsel, Davis Polk & Wardwell LLP",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Dr. John Edward Sexton,Trustee,New York University,,,"Director, Special Training, Indian Creek Village Public Safety Department",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Casey Wasserman,Trustee,New York University,,,"Chairman and Chief Executive Officer, Wasserman Media Group",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Jay Stein,Trustee,New York University,,,"Chief Executive Officer (Interim), Stein Mart, Inc",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Joseph S. Steinberg,Trustee,New York University,,NYU 1966 AB; Harvard 1970 MBA,"President, Leucadia National Corporation (Note: Will step down as President and become Chairman of the Board, effective upon closing of the merger between Leucadia National Corporation and Jefferies Group, Inc. Mr. Steinberg will continue to work full time as an executive of Leucadia.)",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
"Judith ""Judy"" Steinhardt",Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Michael H. Steinhardt,Trustee,New York University,,,"Managing Member, Steinhardt Management LLC",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Chandrika Tandon,Trustee,New York University,,,"Chairman, Tandon Capital Associates, Inc",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Daniel R. Tisch,Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
John L. Vogelstein,Trustee,New York University,,,"Managing Director and Senior Advisor, Warburg PincUs LLC",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Wenliang Wang,Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Marvin Lemier,Trustee Associate,New York University,,"Stern 1942, 1951","President, Board of Directors, Town Hall Foundation",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Nina V. Weissberg,Trustee,New York University,,,"President, Weissberg Corporation",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Charles Zegar,Trustee,New York University,,,"Co-Founder, Bloomberg L.P",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Shelby White,Trustee,New York University,,,,376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Leonard A. Wilf,Vice Chairman,New York University,,Boston U BA; Georgetown 1972 JD; NYU 1977 LLM,"President, Garden Homes Development",376.0,,,57206974.0,New York University,193900.0,True,,,,Board Vice President
Lisa H. Silverstein,Trustee,New York University,,NYU 1988 BA,"Senior Vice President, Silverstein Properties, Inc",376.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Kenneth G. Langone,Vice Chairman,New York University,,Bucknell BA; Stern 1960 MBA I,"Chairman, President and Chief Executive Officer",375.0,,,57206974.0,New York University,193900.0,True,,,,Board Vice President
Laurence D. Fink,Vice Chairman,New York University,,"UCLA BA, 1976 MBA","Chairman and Chief Executive Officer, BlackRock Inc",375.0,,,57206974.0,New York University,193900.0,True,,,,Board Vice President
Mark Leslie,Trustee,New York University,,NYU 1966 BA,"Managing Director, Leslie Ventures",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Khaldoon Khalifa AI Mubarak,Trustee,New York University,,,"Chief Executive Officer and Managing Director, Mubadala Development Company",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Phyllis Putter Barasch,Trustee,New York University,,NYU 1981,,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Maria S. Bartiromo,Alumni Trustee,New York University,,NYU 1989,,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Marc H. Bell,Trustee,New York University,,Babson BS; NYU 1989 MS,"Managing Director, Marc Bell Capital Partners LLC",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Bruce D. Berger,Trustee Associate,New York University,,Stern 1966,"President, Sutton Group Services, Inc",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
William R. Berkley,Vice Chairman,New York University,,Stern 1966 BA; Harvard 1968 MBA,"Chairman and President, Berkley Insurance Company",375.0,,,57206974.0,New York University,193900.0,True,,,,Board Vice President
Casey BoxO,Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
"Leonard Boxer, Esq",Trustee Associate,New York University,,Stern 1960 BS: NYU 1963 LLB,"Chairman, Real Estate Practice Area, Stroock & Stroock & Lavan LLP",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Jane Eisner Bram,Trustee Associate,New York University,,"NYU 1958, 1979, 2000",,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Bill Brewer,Trustee,New York University,,Pennsylvania 1966 BA; NYU 1970 MUP,"Partner, The Brodsky Organization",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Heather Cannady,Young Alumni Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Evan R. Chesler,Alumni Trustee,New York University,,NYU 1970 BA; Hunter 1973 MA; NYU 1975 JD,"Presiding Partner, Cravath, Swaine & Moore LLP (Note: Chesler will step down from his post as Presiding Partner and become Chairman, effective January 1, 2013)",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
William T. Comfort III,Young Alumni Trustee,New York University,,"NYU 1994 JD, 1999 LLM",,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Michael R. Cunningham,Alumni Trustee,New York University,,NYU PhD,"Dean, College of Business Administration, San Diego State University",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Florence A. Davis,Trustee,New York University,,Wellesley; NYU 1979,"President, The Starr Foundation",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Barry Diller,Trustee,New York University,,UCLA (Attended),,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Gale Drukier,Alumni Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Joel S. Ehrenkranz,Trustee,New York University,,"Wharton 1956 BS, 1957 MBA; NYU 1961 LUB, 1963 LLM","Senior Partner, Ehrenkranz & Ehrenkranz LLP",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Betty Weinberg Ellerin,Trustee Associate,New York University,,NYU 1950 BA. 1952 LLB,"Presiding Justice Appellate Division, First Department, Supreme Court of the State of New York",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Mark Fung,Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Jay M. Furman,Trustee,New York University,,Stern 1965; NYU 1971 JD,"Principal, RD Management LLC",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Norman Goodman,Trustee Associate,New York University,,"NYU 1947, 1950 JD","County Clerk, New York County",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
H. Dale Hemmerdinger,Trustee,New York University,,"NYU 1967 BA, MBA","President, The Hemmerdinger Corporation",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Jonathan Herman,Trustee,New York University,,,,375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Charles J. Hinkaty,Trustee,New York University,,Poly Inst New York BSMS,"President and Chief Executive Officer, Del Laboratories Inc. (2005-2008)",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Natalie Holder-Winfield,Trustee,New York University,,Brandeis; NYU 1976,"Director (Inside], Board of Directors, MSC Industrial Direct Co., Inc75 Maxess Road, Melville, NY 11747-3151",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Richard D. Katcher,Trustee,New York University,,Lafayette 1963 AB; NYU 1966 LLB,"Senior Partner and Member, Management CommitteeWachtell, Lipton, Rosen & Katz",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Jerry Labowitz,Alumni Trustee,New York University,,NYU 1978 BA,"Co-Head, Americas Research, Merrill Lynch & Co., Inc",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
Ronald D. Abramson,Trustee,New York University,,NYU 1971 BA; Georgetown 1974 JD,"Shareholder, Washington, DC Office, Buchanan Ingersoll & Rooney PC",375.0,,,57206974.0,New York University,193900.0,True,,,,Trustee
"Anthony ""Tony"" Welters",Vice Chairman,New York University,,Manhattanville; NYU 1977 JD,,376.0,,,57206974.0,New York University,193900.0,True,,,,Board Vice President
Lisa Nordick,Director,North Dakota State University,,North. Dakota State MSE,,378.0,,,57328836.0,North Dakota State University,200332.0,True,138.0,11248.0,North Dakota University System,Director
Gary L. Wawers,"Controller, Financial Services",North Dakota State University,,,,379.0,,,57328836.0,North Dakota State University,200332.0,True,139.0,11276.0,North Dakota University System,Director
Kristi Wold-McCormick,"Registrar, Registration and Records",North Dakota State University,,,,379.0,,,57328836.0,North Dakota State University,200332.0,True,140.0,11277.0,North Dakota University System,Other Board Member
"Christopher S. ""Chris"" Wilson",General Counsel,North Dakota State University,,Duke: Cornell,,379.0,,,57328836.0,North Dakota State University,200332.0,True,141.0,11278.0,North Dakota University System,Other Board Member
James C. Miller,Executive Director,North Dakota State University,NDSU Development Foundation,,NDSU Development Foundation,379.0,,,57328836.0,North Dakota State University,200332.0,True,142.0,11279.0,North Dakota University System,Director
Terry Hjelmstad,Board Member,North Dakota University System,,"North Dakota 1967 BS, 1982 MEd, 1985 EdD",,380.0,,,4210127926.0,North Dakota University System,,False,,,,Member
