Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Gloria Grimes McFarland,Trustee,University Of Tulsa,,,Broker Associate. Walter & Associates Realtors,,,,,87208437.0,207971.0,True,,,,Trustee
Sharon J. Bell,Trustee,University Of Tulsa,,,"Managing Partner, Rogers and Bell",,,,,87208437.0,207971.0,True,,,,Trustee
"Chester ""Chet"" Cadieux III",Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
Jack Neely,Trustee,University Of Tulsa,,,"President, Ballard Management Corporation",,,,,87208437.0,207971.0,True,,,,Trustee
Susie M. Collins,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
Katherine G. Coyle,Trustee,University Of Tulsa,,,"Attorney, Conner & Winters",,,,,87208437.0,207971.0,True,,,,Trustee
E. Ann Graves,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
J. Jerry Dickman,Trustee,University Of Tulsa,,,"Manager, Chapman Foundations Management, LLC",,,,,87208437.0,207971.0,True,,,,Trustee
J. Scott Dickman,Trustee,University Of Tulsa,,,"Chief Executive Officer, Pinnacle Packaging CoCy Elmburg st",,,,,87208437.0,207971.0,True,,,,Trustee
Keith E. Bailey,Trustee,University Of Tulsa,,,"Chairman, The Williams Companies, Inc. (1994-2002)",,,,,87208437.0,207971.0,True,,,,Trustee
Joseph W. Craft II,Trustee,University Of Tulsa,,,"President and Chief Executive Officer, Alliance Resource Partners, LP1717 South Boulder Avenue, Tulsa, OK 74119",,,,,87208437.0,207971.0,True,,,,Trustee
Michelle Beale,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
Jeffrey J. McDougall,Trustee,University Of Tulsa,,,"President, JMA Energy Company, LLC",,,,,87208437.0,207971.0,True,,,,Trustee
Arthur H. McElroy,Trustee,University Of Tulsa,,,"President and Chief Executive Officer, McElroy Manufacturing, Inc",,,,,87208437.0,207971.0,True,,,,Trustee
Robert E. Lorton III,Trustee,University Of Tulsa,,,"Publisher, Tulsa World PO. Box 1770, Tulsa, OK 74102",,,,,87208437.0,207971.0,True,,,,Trustee
David R. Lawson,Trustee,University Of Tulsa,,,"President and Chief Executive Officer, Capital One Auto Finance, Inc. (1998-2008)",,,,,87208437.0,207971.0,True,,,,Trustee
Roxana R. Lorton,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
Howard E. Janzen,Trustee,University Of Tulsa,,,"Chief Executive Officer, One Communications Corp100 Chestnut Street, Suite 600, Rochester, NY 14604",,,,,87208437.0,207971.0,True,,,,Trustee
Michael D. Case,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
"Charles S. Monroe, CPA",Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
David L. Kyle,Trustee,University Of Tulsa,,Oklahoma State 1974 BS; Tulsa 1987 MBA,"Chairman, President and Chief Executive OfficerONEOK, Inc. (2000-2006)",,,,,87208437.0,207971.0,True,,,,Trustee
Johannah Leddy Donovan,Trustee,University Of Vermont,,Trinity Col (VT) 1967 BA,,,,,,111236770.0,231174.0,True,,,,Trustee
James H. Douglas,Ex Officio Trustee,University Of Vermont,,Middlebury 1972 AB,"Governor (R), State of Vermont",,,,,111236770.0,231174.0,True,,,,"Trustee, Ex Officio"
Claire D. Ayer,Trustee,University Of Vermont,,Middlebury 1992 BA,,,,,,111236770.0,231174.0,True,,,,Trustee
Martha P. Heath,Trustee,University Of Vermont,,Vermont 1969 BS,"Representative (D), Vermont House of Representatives",,,,,111236770.0,231174.0,True,,,,Trustee
Susan Hudson-Wilson,Trustee,University Of Vermont,,Vermont 1976: Boston U MEcon,"Founder and Chief Executive Officer, Property & Portfolio Research",,,,,111236770.0,231174.0,True,,,,Trustee
Jason H. DePatie,Student Trustee,University Of Vermont,,,,,,,,111236770.0,231174.0,True,,,,Trustee
Deborah H. McAneny,Trustee,University Of Vermont,,Vermont 1981 BS,"Executive Vice President, John Hancock Financial Services, Inc",,,,,111236770.0,231174.0,True,,,,Trustee
Beth H. Rice,Student Trustee,University Of Vermont,,,,,,,,111236770.0,231174.0,True,,,,Trustee
"John A. Hilton, Jr.",Trustee,University Of Vermont,,Vermont 1968 BS,"President and Chief Executive Officer, Bessemer Trust Company",,,,,111236770.0,231174.0,True,,,,Trustee
Harry L. Chen,Trustee,University Of Vermont,,,"Representative (D), Vermont House of Representatives",,,,,111236770.0,231174.0,True,,,,Trustee
James P. Leddy,Trustee,University Of Vermont,,U Ottawa 1964 BA; Barry 1973 MSW,,,,,,111236770.0,231174.0,True,,,,Trustee
Jeffrey L. Davis,Trustee,University Of Vermont,,,,,,,,111236770.0,231174.0,True,,,,Trustee
Donna G. Sweaney,Trustee,University Of Vermont,,Youngstown State 1966 BA; Hartford 1974 MEd,"Representative (D), Vermont House of Representatives",,,,,111236770.0,231174.0,True,,,,Trustee
John R. Snow,Trustee,University Of Vermont,,Vermont 1974 BA,"Owner and Chairman, Bristol Tours Inc15 Prince Lane, Bristol, VT 05443",,,,,111236770.0,231174.0,True,,,,Trustee
Frank J. Cioffi,Chairman (Interim),University Of Vermont,,Vermont 1977 BA,"President, Greater Burlington Industrial Corporation (GBIC)",,,,,111236770.0,231174.0,True,,,,Board President
Robert H. Young,Trustee,University Of Vermont,,Beloit 1970 BA; Stanford 1975 MBA,"President and Chief Executive Officer, Officers and Management, Central Vermont Public Service Corporation",,,,,111236770.0,231174.0,True,,,,Trustee
Robert F. Cioffi,Trustee,University Of Vermont,,Vermont 1990 BA; Duke 1998 MBA,"Senior Vice President, GE Equity",,,,,111236770.0,231174.0,True,,,,Trustee
William F. Ruprecht,Trustee,University Of Vermont,,,,,,,,111236770.0,231174.0,True,,,,Trustee
Daniel M. Fogel,Ex Officio Trustee,University Of Vermont,,,,,,,,111236770.0,231174.0,True,,,,"Trustee, Ex Officio"
Jeanette White,Trustee,University Of Vermont,,Iowa 1965 BS,"Senator (D), Vermont Senate",,,,,111236770.0,231174.0,True,,,,Trustee
"Samuel E. Bain, Jr.",Trustee,University Of Vermont,,Vermont 1968 BS; George Washington 1972 MSA,"Chief Executive Officer and Managing Partner, Bainco International Investors",,,,,111236770.0,231174.0,True,,,,Trustee
James M. Betts,Trustee,University Of Vermont,,Vermont 1969 BS. 1973 MD,"Senior Vice President and Surgeon-in-Chief, Children's Hospital and Research Center at Oakland",,,,,111236770.0,231174.0,True,,,,Trustee
Bill Botzow,Secretary,University Of Vermont,,Princeton 1968 BA,,,,,,111236770.0,231174.0,True,,,,Other Board Member
Ian Boyce,Trustee,University Of Vermont,,Vermont 1989,"Financial Planner, Dickmeyer Boyce Financial Management",,,,,111236770.0,231174.0,True,,,,Trustee
"Edwin H. Amidon, Jr",Trustee,University Of Vermont,,Williams 1956 BA: Harvard 1963 LLB,"State Representative (R-VT, Chittenden-1-2), Vermont House of Representatives",,,,,111236770.0,231174.0,True,,,,Trustee
W. Heywood Fralin,Board Member,University Of Virginia,,,"Chairman and Chief Executive Officer, Medical Facilities of America, Inc2917 Penn Forest Boulevard, Roanoke, VA 24018 bot vons#"" al ariot,",,,,,51556381.0,234076.0,True,,,,Member
A. MacDonald Caputo,Board Member,University Of Virginia,,"Virginia 1963, 1966",,,,,,51556381.0,234076.0,True,,,,Member
Don R. Pippin,Board Member,University Of Virginia,,,,,,,,51556381.0,234076.0,True,,,,Member
The Honorable Lewis F. Payne,Board Member,University Of Virginia,,,,,,,,51556381.0,234076.0,True,,,,Member
W. Austin Ligon,Board Member,University Of Virginia,,"Texas 1973 BA, 1979 MA; Yale 1980 MBA","President and Chief Executive Officer, CarMax, Inc(2002-2006)",,,,,51556381.0,234076.0,True,,,,Member
Glynn D. Key,Board Member,University Of Virginia,,"Virginia 1986 BA, 1989 JD","General Counsel, GE Water & Process Technologies 4636 Somerton Road, Trevose, PA 19053-6783",,,,,51556381.0,234076.0,True,,,,Member
"Vincent J. Mastracco, Jr",Board Member,University Of Virginia,,Virginia 1961 BA; Richmond; NYU,,,,,,51556381.0,234076.0,True,,,,Member
Adom Getachew,Student Board Member,University Of Virginia,,,,,,,,51556381.0,234076.0,True,,,,Member
W. Heywood Fralin,Rector,University Of Virginia,,,"Chairman and Chief Executive Officer, Medical Facilities of America, Inc2917 Penn Forest Boulevard, Roanoke, VA 24018 bot vons#"" al ariot,",,,,,51556381.0,234076.0,True,,,,Other Board Member
Robert D. Hardie,Board Member,University Of Virginia,,,"Managing Director, Level One Partners, LLC a 1 Boars Head Pointe, Charlottesville, VA 22903",,,,,51556381.0,234076.0,True,,,,Member
Helen E. Dragas,Board Member,University Of Virginia,,,"President and Chief Executive Officer, The Dragas 2018 Companies",,,,,51556381.0,234076.0,True,,,,Member
Susan Y. Dorsey,Board Member,University Of Virginia,,"Virginia 1982 BS, 1987 MBA",,,,,,51556381.0,234076.0,True,,,,Member
"Edwin Darracott Vaughan, Jr.",Board Member,University Of Virginia,,,,,,,,51556381.0,234076.0,True,,,,Member
Alan A. Diamonstein,Board Member,University Of Virginia,,"Virginia 1955, 1959 LLB","Senior Partner, Patten, Wornom, Hatten & Diamonstein, L.C.print",,,,,51556381.0,234076.0,True,,,,Member
John O. Wynne,Board Member,University Of Virginia,,Princeton 1967 BA; Virginia 1971 JD,,,,,,51556381.0,234076.0,True,,,,Member
John O. Wynne,Vice Rector,University Of Virginia,,Princeton 1967 BA; Virginia 1971 JD,,,,,,51556381.0,234076.0,True,,,,Other Board Member
Warren M. Thompson,Board Member,University Of Virginia,,Hampden-Sydney BA; Colgate Darden MBA,,,,,,51556381.0,234076.0,True,,,,Member
Daniel R. Abramson,Board Member,University Of Virginia,,Virginia 1970 BA,"President and Owner, Abramson Properties",,,,,51556381.0,234076.0,True,,,,Member
Thomas F. Farrell II,Board Member,University Of Virginia,,"Virginia 1976, 1979 JD",,,,,,51556381.0,234076.0,True,,,,Member
Frederick C. Kiga,Regent,University Of Washington,,"Washington U (MO) 1973 BA, 1978 JD, 1980 MBA","Vice President, State and Local Government Relations and Global Corporate Citizenship, Northwest Region, Seattle, PNGOD (s10091) Washington Office, The Boeing Company P.O. Box 3707, Seattle, WA 98124-2207",,,,,201448701.0,236948.0,True,,,,Regent
Jean-Paul Willynck,Student Regent,University Of Washington,,,,,,,,201448701.0,236948.0,True,,,,Regent
Herbert B. Simon,Vice Chairman,University Of Washington,,,,,,,,201448701.0,236948.0,True,,,,Board Vice President
Constance L. Proctor,Regent,University Of Washington,,,"Attorney, Vanderberg Johnson & Gandara 600 University Place, Seattle, WA 98101",,,,,201448701.0,236948.0,True,,,,Regent
Sally Jewell,Regent,University Of Washington,,U Washington,,,,,,201448701.0,236948.0,True,,,,Regent
Craig W. Cole,Chairman,University Of Washington,,,"President and Chief Executive Officer, Brown & Cole Stores, LLC P. O. Box 9797, Bellingham, WA 98227-9797 ReIA Ins",,,,,201448701.0,236948.0,True,,,,Board President
Jeffrey H. Brotman,Regent,University Of Washington,,U Washington 1967 JD,"Chairman, Costo Wholesale Corporation 999 Lake Drive, Issaquah, WA 98027",,,,,201448701.0,236948.0,True,,,,Regent
Kristianne Gates Blake,Regent,University Of Washington,,,"President, Kristianne Gates Blake, P.S P.O. Box 28338, Spokane, WA 99228",,,,,201448701.0,236948.0,True,,,,Regent
William H. Gates I.,Regent,University Of Washington,,"U Washington BA, JD","Co-Chairman, Bill and Melinda Gates Foundation P.O. Box 23350, Seattle, WA 98102",,,,,201448701.0,236948.0,True,,,,Regent
Stanley H. Barer,Regent,University Of Washington,,U Washington BA,"Chairman Emeritus and Owner, Saltchuk Resources, Inc1111 Fairview Avenue North, Seattle, WA 98109",,,,,201448701.0,236948.0,True,,,,Regent
"Richard M. Davis, Jr.",Trustee,University Of Wyoming,,"Colorado 1964 BA, 1967 JD","Attorney, Davis & Cannon P.O. Box 728, Sheridan, WY 82801",,,,,12834331.0,240727.0,True,,,,Trustee
Jim D. Neiman,Vice President,University Of Wyoming,,Wyoming BS,"Affiliation: Vice President, Neiman Enterprises, Inc",,,,,12834331.0,240727.0,True,,,,Board Vice President
Thomas E. Spicer,Trustee,University Of Wyoming,,Wyoming 1970 BS; U Washington 1974 MD,"Career: Assistant Professor, Surgery, Southwestern Medical School, The University of Texas Southwestern Medical Center at 2201 guo)",,,,,12834331.0,240727.0,True,,,,Trustee
Ann Rochelle,Trustee,University Of Wyoming,,,"Affiliation: Attorney, Shively, Taheri & Rochelle, PC",,,,,12834331.0,240727.0,True,,,,Trustee
David F. Palmerlee,Trustee,University Of Wyoming,,Kansas BA; Wyoming JD,"Affiliation: Attorney, Palmerlee & Dunnant LLC; Owner and Broker, Conservation Brokerage, Inc",,,,,12834331.0,240727.0,True,,,,Trustee
Betty Fear,Trustee,University Of Wyoming,,,,,,,,12834331.0,240727.0,True,,,,Trustee
Tom Buchanan,Ex Officio Trustee,University Of Wyoming,,,,,,,,12834331.0,240727.0,True,,,,"Trustee, Ex Officio"
Kelsey Day,Ex Officio Trustee,University Of Wyoming,,,,,,,,12834331.0,240727.0,True,,,,"Trustee, Ex Officio"
Dave Bostrom,Treasurer,University Of Wyoming,,,"President, Mountain Benefit Associates, Lic 809 South Railway Avenue, Worland, WY 82401",,,,,12834331.0,240727.0,True,,,,Other Board Member
David D. Freudenthal,Ex Officio Trustee,University Of Wyoming,,,"Governor (D), State of Wyoming State Capitol, 200 West 24th Street, Room 124Cheyenne, WY 82002-0010",,,,,12834331.0,240727.0,True,,,,"Trustee, Ex Officio"
Taylor H. Haynes,Trustee,University Of Wyoming,,Georgia Southern 1969 Bs: Utah 197 MD,,,,,,12834331.0,240727.0,True,,,,Trustee
Warren A. Lauer,Secretary,University Of Wyoming,,"Wyoming BS, JD","Attorney, Lauer Law Office 208 East Garfield Street, Suite 200 A, Laramie, WY 82070",,,,,12834331.0,240727.0,True,,,,Other Board Member
Howard Willson,Trustee,University Of Wyoming,,Florida State BS; Florida MD,,,,,,12834331.0,240727.0,True,,,,Trustee
Chuck Brown,President,University Of Wyoming,,Wyoming BS,,,,,,12834331.0,240727.0,True,,,,Board President
"James M. ""Jim"" McBride",Ex Officio Trustee,University Of Wyoming,,,"State Superintendent of Public Instruction (R)Education Department, State of Wyoming Hathaway Building, 2300 Capitol Avenue, Second Floor, Cheyenne, WY 82002-0050",,,,,12834331.0,240727.0,True,,,,"Trustee, Ex Officio"
James Trosper,Trustee,University Of Wyoming,,Wyoming,"Affiliation: Director, Indian Child Welfare Legal Department, Wind River Indian Reservation",,,,,12834331.0,240727.0,True,,,,Trustee
Kirk Wickersham,Regent,University of Alaska Fairbanks,,Alaska; Yale 1969 LLB,"Owner, FSBO System, Inc",,,,,141472210.0,,True,,,University of Alaska System,Regent
Cynthia Henry,Vice Chairman,University of Alaska Fairbanks,,Alaska (Fairbanks) MEd,,,,,,141472210.0,,True,,,University of Alaska System,Board Vice President
Fuller Cowell.,Regent,University of Alaska Fairbanks,,National U BBA,,,,,,141472210.0,,True,,,University of Alaska System,Regent
Mary Rutherford,President,University of Alaska Fairbanks,University of Alaska Foundation,,,,,,,141472210.0,,True,,,University of Alaska System,Board President
Erik Drygas,Regent,University of Alaska Fairbanks,,,,,,,,141472210.0,,True,,,University of Alaska System,Regent
Patricia Jacobson,Regent,University of Alaska Fairbanks,,Arizona 1969 BA; Alaska 1972 MA,,,,,,141472210.0,,True,,,University of Alaska System,Regent
"Carl Marrs, Jr",Treasurer,University of Alaska Fairbanks,,,,,,,,141472210.0,,True,,,University of Alaska System,Other Board Member
Robert R. Martin,Regent,University of Alaska Fairbanks,,Alaska BS,,,,,,141472210.0,,True,,,University of Alaska System,Regent
Timothy C. Brady,Regent,University of Alaska Fairbanks,,Arizona State BA,,,,,,141472210.0,,True,,,University of Alaska System,Regent
Michael Snowden,Regent,University of Alaska Fairbanks,,Alaska BBA,,,,,,141472210.0,,True,,,University of Alaska System,Regent
Mary K. Hughes ho,Chairman,University of Alaska Fairbanks,,Alaska 1971 BA; Willamette 1974 JD,,,,,,141472210.0,,True,,,University of Alaska System,Board President
Sam Hilburn,Trustee,University of Arkansas,,"Arkansas 1964 BA, 1971 JD","Attorney, Hilburn, Calhoon, Harper, Pruniski, & Calhoun, LtdOne Riverfront Place, Eighth Floor, Little Rock, AR 72119",,,,,78715868.0,,True,,,University of Arkansas System,Trustee
John Tyson,Trustee,University of Arkansas,,,,,,,,78715868.0,,True,,,University of Arkansas System,Trustee
Ben Hyneman,Trustee,University of Arkansas,,,,,,,,78715868.0,,True,,,University of Arkansas System,Trustee
Jim von Gremp,Trustee,University of Arkansas,,,"Director, Corporate and Public Affairs, Wal-Mart Stores, Inc",,,,,78715868.0,,True,,,University of Arkansas System,Trustee
James E. Lindsey,Chairman,University of Arkansas,,,"Chairman, Lindsey Management Co., Inc1200 East Joyce Boulevard, Fayetteville, AR 72703",,,,,78715868.0,,True,,,University of Arkansas System,Board President
John Ed Anthony,Trustee,University of Arkansas,,,"Chairman, American Family Business Institute1920 L Street NW, Suite 200, Washington, DC 20036",,,,,78715868.0,,True,,,University of Arkansas System,Trustee
James E. Lindsey,Chairman,University of Arkansas,,,"Chairman, Lindsey Management Co., Inc1200 East Joyce Boulevard, Fayetteville, AR 72703",,,,,78715868.0,,True,,,University of Arkansas System,Board President
Jane Rogers,Secretary,University of Arkansas,,,,,,,,78715868.0,,True,,,University of Arkansas System,Other Board Member
Carl L. Jonnson,Assistant Secretary,University of Arkansas,,Arkansas 1981 BS; Arkansas Medical 1986 MD,,,,,,78715868.0,,True,,,University of Arkansas System,Other Board Member
Tim E. Hunt,Trustee,University of Arkansas,,Arkansas 1983; Tennessee 1987 DDS,,,,,,78715868.0,,True,,,University of Arkansas System,Trustee
